Generation	Total Cells	Plasmid	Donors	Recipients	Empty	Antibiotic	Percentage	
Generation	Total Cells	Plasmid	Donors	Recipients	Empty	Antibiotic	Percentage	
Generation	Total Cells	Plasmid	Donors	Recipients	Empty	Antibiotic	Percentage	
Generation	Total Cells	Plasmid	Donors	Recipients	Empty	Antibiotic	Percentage	
Generation	Total Cells	Plasmid	Donors	Recipients	Empty	Antibiotic	Percentage	
Generation	Total Cells	Plasmid	Donors	Recipients	Empty	Antibiotic	Percentage	
Generation	Total Cells	Plasmid	Donors	Recipients	Empty	Antibiotic	Percentage	
Generation	Total Cells	Plasmid	Donors	Recipients	Empty	Antibiotic	Percentage	
Generation	Total Cells	Plasmid	Donors	Recipients	Empty	Antibiotic	Percentage	
1	2500	2	2	2498	0	0	8.0E-4	
2	2500	2	2	2498	0	0	8.0E-4	
3	2500	2	3	2497	0	0	0.0012	
4	2500	2	3	2497	0	0	0.0012	
5	2500	2	3	2497	0	0	0.0012	
6	2500	2	3	2497	0	0	0.0012	
7	2500	2	3	2497	0	0	0.0012	
8	2500	2	5	2495	0	0	0.0020	
9	2500	2	6	2494	0	0	0.0024	
10	2500	2	8	2492	0	0	0.0032	
11	2500	2	9	2491	0	0	0.0036	
12	2500	2	11	2489	0	0	0.0044	
13	2500	2	18	2482	0	0	0.0072	
14	2500	2	21	2479	0	0	0.0084	
15	2500	2	27	2473	0	0	0.0108	
16	2500	2	32	2468	0	0	0.0128	
17	2500	2	35	2465	0	0	0.014	
18	2500	2	41	2459	0	0	0.0164	
19	2500	2	47	2453	0	0	0.0188	
20	2500	2	51	2449	0	0	0.0204	
21	2500	2	63	2437	0	0	0.0252	
22	2500	2	71	2429	0	0	0.0284	
23	2500	2	76	2424	0	0	0.0304	
24	2500	2	87	2413	0	0	0.0348	
25	2500	2	96	2404	0	0	0.0384	
26	2500	2	103	2397	0	0	0.0412	
27	2500	2	111	2389	0	0	0.0444	
28	2500	2	122	2378	0	0	0.0488	
29	2500	2	127	2373	0	0	0.0508	
30	2500	2	140	2360	0	0	0.056	
31	2500	2	149	2351	0	0	0.0596	
32	2500	2	165	2335	0	0	0.066	
33	2500	2	180	2320	0	0	0.072	
34	2500	2	195	2305	0	0	0.078	
35	2500	2	206	2294	0	0	0.0824	
36	2500	2	218	2282	0	0	0.0872	
37	2500	2	240	2260	0	0	0.096	
38	2500	2	254	2246	0	0	0.1016	
39	2500	2	266	2234	0	0	0.1064	
40	2500	2	288	2212	0	0	0.1152	
41	2500	2	305	2195	0	0	0.122	
42	2500	2	340	2160	0	0	0.136	
43	2500	2	351	2149	0	0	0.1404	
44	2500	2	382	2118	0	0	0.1528	
45	2500	2	403	2097	0	0	0.1612	
46	2500	2	423	2077	0	0	0.1692	
47	2500	2	441	2059	0	0	0.1764	
48	2500	2	466	2034	0	0	0.1864	
49	2500	2	488	2012	0	0	0.1952	
50	2500	2	511	1989	0	0	0.2044	
51	2500	2	535	1965	0	0	0.214	
52	2500	2	555	1945	0	0	0.222	
53	2500	2	584	1916	0	0	0.2336	
54	2500	2	618	1882	0	0	0.2472	
55	2500	2	642	1858	0	0	0.2568	
56	2500	2	674	1826	0	0	0.2696	
57	2500	2	710	1790	0	0	0.284	
58	2500	2	737	1763	0	0	0.2948	
59	2500	2	774	1726	0	0	0.3096	
60	2500	2	813	1687	0	0	0.3252	
61	2500	2	845	1655	0	0	0.338	
62	2500	2	879	1621	0	0	0.3516	
63	2500	2	925	1575	0	0	0.37	
64	2500	2	959	1541	0	0	0.3836	
65	2500	2	986	1514	0	0	0.3944	
66	2500	2	1026	1474	0	0	0.4104	
67	2500	2	1060	1440	0	0	0.424	
68	2500	2	1108	1392	0	0	0.4432	
69	2500	2	1153	1347	0	0	0.4612	
70	2500	2	1192	1308	0	0	0.4768	
71	2500	2	1228	1272	0	0	0.4912	
72	2500	2	1261	1239	0	0	0.5044	
73	2500	2	1299	1201	0	0	0.5196	
74	2500	2	1326	1174	0	0	0.5304	
75	2500	2	1355	1145	0	0	0.542	
76	2500	2	1404	1096	0	0	0.5616	
77	2500	2	1433	1067	0	0	0.5732	
78	2500	2	1477	1023	0	0	0.5908	
79	2500	2	1520	980	0	0	0.608	
80	2500	2	1568	932	0	0	0.6272	
81	2500	2	1616	884	0	0	0.6464	
82	2500	2	1654	846	0	0	0.6616	
83	2500	2	1689	811	0	0	0.6756	
84	2500	2	1727	773	0	0	0.6908	
85	2500	2	1759	741	0	0	0.7036	
86	2500	2	1802	698	0	0	0.7208	
87	2500	2	1842	658	0	0	0.7368	
88	2500	2	1872	628	0	0	0.7488	
89	2500	2	1914	586	0	0	0.7656	
90	2500	2	1951	549	0	0	0.7804	
91	2500	2	1991	509	0	0	0.7964	
92	2500	2	2025	475	0	0	0.81	
93	2500	2	2060	440	0	0	0.824	
94	2500	2	2089	411	0	0	0.8356	
95	2500	2	2119	381	0	0	0.8476	
96	2500	2	2146	354	0	0	0.8584	
97	2500	2	2178	322	0	0	0.8712	
98	2500	2	2209	291	0	0	0.8836	
99	2500	2	2228	272	0	0	0.8912	
100	2500	2	2262	238	0	0	0.9048	
101	2500	2	2291	209	0	0	0.9164	
102	2500	2	2315	185	0	0	0.926	
103	2500	2	2338	162	0	0	0.9352	
104	2500	2	2359	141	0	0	0.9436	
105	2500	2	2378	122	0	0	0.9512	
106	2500	2	2401	99	0	0	0.9604	
107	2500	2	2419	81	0	0	0.9676	
108	2500	2	2428	72	0	0	0.9712	
109	2500	2	2437	63	0	0	0.9748	
110	2500	2	2451	49	0	0	0.9804	
111	2500	2	2457	43	0	0	0.9828	
112	2500	2	2465	35	0	0	0.986	
113	2500	2	2473	27	0	0	0.9892	
114	2500	2	2474	26	0	0	0.9896	
115	2500	2	2483	17	0	0	0.9932	
116	2500	2	2489	11	0	0	0.9956	
117	2500	2	2494	6	0	0	0.9976	
118	2500	2	2498	2	0	0	0.9992	
119	2500	2	2500	0	0	0	1.0	
120	2500	2	2500	0	0	0	1.0	
Generation	Total Cells	Plasmid	Donors	Recipients	Empty	Antibiotic	Percentage	
1	2500	0	1	2499	0	0	4.0E-4	
2	2500	0	2	2498	0	0	8.0E-4	
3	2500	0	3	2497	0	0	0.0012	
4	2500	0	4	2496	0	0	0.0016	
5	2500	0	5	2495	0	0	0.0020	
6	2500	0	5	2495	0	0	0.0020	
7	2500	0	9	2491	0	0	0.0036	
8	2500	0	9	2491	0	0	0.0036	
9	2500	0	10	2490	0	0	0.0040	
10	2500	0	11	2489	0	0	0.0044	
11	2500	0	13	2487	0	0	0.0052	
12	2500	0	13	2487	0	0	0.0052	
13	2500	0	14	2486	0	0	0.0056	
14	2500	0	17	2483	0	0	0.0068	
15	2500	0	17	2483	0	0	0.0068	
16	2500	0	17	2483	0	0	0.0068	
17	2500	0	18	2482	0	0	0.0072	
18	2500	0	19	2481	0	0	0.0076	
19	2500	0	21	2479	0	0	0.0084	
20	2500	0	24	2476	0	0	0.0096	
21	2500	0	24	2476	0	0	0.0096	
22	2500	0	27	2473	0	0	0.0108	
23	2500	0	28	2472	0	0	0.0112	
24	2500	0	28	2472	0	0	0.0112	
25	2500	0	28	2472	0	0	0.0112	
Generation	Total Cells	Plasmid	Donors	Recipients	Empty	Antibiotic	Percentage	
Generation	Total Cells	Plasmid	Donors	Recipients	Empty	Antibiotic	Percentage	
Generation	Total Cells	Plasmid	Donors	Recipients	Empty	Antibiotic	Percentage	
Generation	Total Cells	Plasmid	Donors	Recipients	Empty	Antibiotic	Percentage	
Generation	Total Cells	Plasmid	Donors	Recipients	Empty	Antibiotic	Percentage	
Generation	Total Cells	Plasmid	Donors	Recipients	Empty	Antibiotic	Percentage	
Generation	Total Cells	Plasmid	Donors	Recipients	Empty	Antibiotic	Percentage	
Generation	Total Cells	Plasmid	Donors	Recipients	Empty	Antibiotic	Percentage	
Generation	Total Cells	Plasmid	Donors	Recipients	Empty	Antibiotic	Percentage	
Generation	Total Cells	Plasmid	Donors	Recipients	Empty	Antibiotic	Percentage	
Generation	Total Cells	Plasmid	Donors	Recipients	Empty	Antibiotic	Percentage	
Generation	Total Cells	Plasmid	Donors	Recipients	Empty	Antibiotic	Percentage	
Generation	Total Cells	Plasmid	Donors	Recipients	Empty	Antibiotic	Percentage	
1	2500	0	2	2498	0	0	8.0E-4	
2	2500	0	2	2498	0	0	8.0E-4	
3	2500	0	3	2497	0	0	0.0012	
4	2500	0	4	2496	0	0	0.0016	
5	2500	0	4	2496	0	0	0.0016	
6	2500	0	5	2495	0	0	0.0020	
7	2500	0	8	2492	0	0	0.0032	
8	2500	0	8	2492	0	0	0.0032	
9	2500	0	8	2492	0	0	0.0032	
10	2500	0	9	2491	0	0	0.0036	
11	2500	0	9	2491	0	0	0.0036	
12	2500	0	9	2491	0	0	0.0036	
13	2500	0	9	2491	0	0	0.0036	
14	2500	0	9	2491	0	0	0.0036	
15	2500	0	9	2491	0	0	0.0036	
16	2500	0	9	2491	0	0	0.0036	
17	2500	0	9	2491	0	0	0.0036	
18	2500	0	9	2491	0	0	0.0036	
19	2500	0	10	2490	0	0	0.0040	
20	2500	0	10	2490	0	0	0.0040	
21	2500	0	11	2489	0	0	0.0044	
22	2500	0	12	2488	0	0	0.0048	
23	2500	0	12	2488	0	0	0.0048	
24	2500	0	14	2486	0	0	0.0056	
25	2500	0	14	2486	0	0	0.0056	
26	2500	0	16	2484	0	0	0.0064	
27	2500	0	16	2484	0	0	0.0064	
28	2500	0	18	2482	0	0	0.0072	
29	2500	0	18	2482	0	0	0.0072	
30	2500	0	18	2482	0	0	0.0072	
31	2500	0	21	2479	0	0	0.0084	
32	2500	0	21	2479	0	0	0.0084	
33	2500	0	21	2479	0	0	0.0084	
34	2500	0	22	2478	0	0	0.0088	
35	2500	0	23	2477	0	0	0.0092	
36	2500	0	25	2475	0	0	0.01	
37	2500	0	28	2472	0	0	0.0112	
38	2500	0	29	2471	0	0	0.0116	
39	2500	0	29	2471	0	0	0.0116	
40	2500	0	29	2471	0	0	0.0116	
41	2500	0	30	2470	0	0	0.012	
42	2500	0	30	2470	0	0	0.012	
43	2500	0	33	2467	0	0	0.0132	
44	2500	0	33	2467	0	0	0.0132	
45	2500	0	33	2467	0	0	0.0132	
46	2500	0	34	2466	0	0	0.0136	
47	2500	0	35	2465	0	0	0.014	
48	2500	0	35	2465	0	0	0.014	
49	2500	0	35	2465	0	0	0.014	
50	2500	0	35	2465	0	0	0.014	
51	2500	0	35	2465	0	0	0.014	
52	2500	0	35	2465	0	0	0.014	
53	2500	0	35	2465	0	0	0.014	
54	2500	0	35	2465	0	0	0.014	
55	2500	0	35	2465	0	0	0.014	
56	2500	0	35	2465	0	0	0.014	
57	2500	0	35	2465	0	0	0.014	
58	2500	0	35	2465	0	0	0.014	
59	2500	0	35	2465	0	0	0.014	
60	2500	0	35	2465	0	0	0.014	
61	2500	0	35	2465	0	0	0.014	
62	2500	0	36	2464	0	0	0.0144	
63	2500	0	36	2464	0	0	0.0144	
64	2500	0	36	2464	0	0	0.0144	
65	2500	0	36	2464	0	0	0.0144	
66	2500	0	36	2464	0	0	0.0144	
67	2500	0	36	2464	0	0	0.0144	
68	2500	0	37	2463	0	0	0.0148	
69	2500	0	39	2461	0	0	0.0156	
70	2500	0	41	2459	0	0	0.0164	
71	2500	0	41	2459	0	0	0.0164	
72	2500	0	41	2459	0	0	0.0164	
73	2500	0	42	2458	0	0	0.0168	
74	2500	0	44	2456	0	0	0.0176	
75	2500	0	44	2456	0	0	0.0176	
76	2500	0	45	2455	0	0	0.018	
77	2500	0	45	2455	0	0	0.018	
78	2500	0	45	2455	0	0	0.018	
79	2500	0	48	2452	0	0	0.0192	
80	2500	0	51	2449	0	0	0.0204	
81	2500	0	52	2448	0	0	0.0208	
82	2500	0	52	2448	0	0	0.0208	
83	2500	0	54	2446	0	0	0.0216	
84	2500	0	58	2442	0	0	0.0232	
85	2500	0	58	2442	0	0	0.0232	
86	2500	0	61	2439	0	0	0.0244	
87	2500	0	63	2437	0	0	0.0252	
88	2500	0	64	2436	0	0	0.0256	
89	2500	0	64	2436	0	0	0.0256	
90	2500	0	65	2435	0	0	0.026	
91	2500	0	66	2434	0	0	0.0264	
92	2500	0	67	2433	0	0	0.0268	
93	2500	0	67	2433	0	0	0.0268	
94	2500	0	67	2433	0	0	0.0268	
95	2500	0	68	2432	0	0	0.0272	
96	2500	0	68	2432	0	0	0.0272	
97	2500	0	68	2432	0	0	0.0272	
98	2500	0	68	2432	0	0	0.0272	
99	2500	0	69	2431	0	0	0.0276	
100	2500	0	69	2431	0	0	0.0276	
101	2500	0	69	2431	0	0	0.0276	
102	2500	0	69	2431	0	0	0.0276	
103	2500	0	70	2430	0	0	0.028	
104	2500	0	71	2429	0	0	0.0284	
105	2500	0	72	2428	0	0	0.0288	
106	2500	0	72	2428	0	0	0.0288	
107	2500	0	76	2424	0	0	0.0304	
108	2500	0	77	2423	0	0	0.0308	
109	2500	0	77	2423	0	0	0.0308	
110	2500	0	79	2421	0	0	0.0316	
111	2500	0	80	2420	0	0	0.032	
112	2500	0	80	2420	0	0	0.032	
113	2500	0	82	2418	0	0	0.0328	
114	2500	0	83	2417	0	0	0.0332	
115	2500	0	83	2417	0	0	0.0332	
116	2500	0	83	2417	0	0	0.0332	
117	2500	0	83	2417	0	0	0.0332	
118	2500	0	83	2417	0	0	0.0332	
119	2500	0	84	2416	0	0	0.0336	
120	2500	0	85	2415	0	0	0.034	
121	2500	0	85	2415	0	0	0.034	
122	2500	0	85	2415	0	0	0.034	
123	2500	0	85	2415	0	0	0.034	
124	2500	0	85	2415	0	0	0.034	
125	2500	0	85	2415	0	0	0.034	
126	2500	0	86	2414	0	0	0.0344	
127	2500	0	86	2414	0	0	0.0344	
128	2500	0	88	2412	0	0	0.0352	
129	2500	0	89	2411	0	0	0.0356	
130	2500	0	91	2409	0	0	0.0364	
131	2500	0	92	2408	0	0	0.0368	
132	2500	0	92	2408	0	0	0.0368	
133	2500	0	92	2408	0	0	0.0368	
134	2500	0	92	2408	0	0	0.0368	
135	2500	0	92	2408	0	0	0.0368	
136	2500	0	93	2407	0	0	0.0372	
137	2500	0	95	2405	0	0	0.038	
138	2500	0	95	2405	0	0	0.038	
139	2500	0	95	2405	0	0	0.038	
140	2500	0	95	2405	0	0	0.038	
141	2500	0	95	2405	0	0	0.038	
142	2500	0	95	2405	0	0	0.038	
143	2500	0	95	2405	0	0	0.038	
144	2500	0	95	2405	0	0	0.038	
145	2500	0	96	2404	0	0	0.0384	
146	2500	0	97	2403	0	0	0.0388	
147	2500	0	97	2403	0	0	0.0388	
148	2500	0	99	2401	0	0	0.0396	
149	2500	0	103	2397	0	0	0.0412	
150	2500	0	103	2397	0	0	0.0412	
151	2500	0	103	2397	0	0	0.0412	
152	2500	0	103	2397	0	0	0.0412	
153	2500	0	103	2397	0	0	0.0412	
154	2500	0	103	2397	0	0	0.0412	
155	2500	0	103	2397	0	0	0.0412	
156	2500	0	104	2396	0	0	0.0416	
157	2500	0	106	2394	0	0	0.0424	
158	2500	0	106	2394	0	0	0.0424	
159	2500	0	107	2393	0	0	0.0428	
160	2500	0	109	2391	0	0	0.0436	
161	2500	0	110	2390	0	0	0.044	
162	2500	0	110	2390	0	0	0.044	
163	2500	0	110	2390	0	0	0.044	
164	2500	0	112	2388	0	0	0.0448	
165	2500	0	112	2388	0	0	0.0448	
166	2500	0	112	2388	0	0	0.0448	
167	2500	0	112	2388	0	0	0.0448	
168	2500	0	112	2388	0	0	0.0448	
169	2500	0	112	2388	0	0	0.0448	
170	2500	0	113	2387	0	0	0.0452	
171	2500	0	113	2387	0	0	0.0452	
172	2500	0	114	2386	0	0	0.0456	
173	2500	0	115	2385	0	0	0.046	
174	2500	0	116	2384	0	0	0.0464	
175	2500	0	118	2382	0	0	0.0472	
176	2500	0	119	2381	0	0	0.0476	
177	2500	0	119	2381	0	0	0.0476	
178	2500	0	120	2380	0	0	0.048	
179	2500	0	122	2378	0	0	0.0488	
180	2500	0	124	2376	0	0	0.0496	
181	2500	0	124	2376	0	0	0.0496	
182	2500	0	127	2373	0	0	0.0508	
183	2500	0	130	2370	0	0	0.052	
184	2500	0	133	2367	0	0	0.0532	
185	2500	0	133	2367	0	0	0.0532	
186	2500	0	133	2367	0	0	0.0532	
187	2500	0	133	2367	0	0	0.0532	
188	2500	0	134	2366	0	0	0.0536	
189	2500	0	137	2363	0	0	0.0548	
190	2500	0	139	2361	0	0	0.0556	
191	2500	0	140	2360	0	0	0.056	
192	2500	0	141	2359	0	0	0.0564	
193	2500	0	143	2357	0	0	0.0572	
194	2500	0	143	2357	0	0	0.0572	
195	2500	0	143	2357	0	0	0.0572	
196	2500	0	143	2357	0	0	0.0572	
197	2500	0	143	2357	0	0	0.0572	
198	2500	0	143	2357	0	0	0.0572	
199	2500	0	143	2357	0	0	0.0572	
200	2500	0	145	2355	0	0	0.058	
201	2500	0	146	2354	0	0	0.0584	
202	2500	0	147	2353	0	0	0.0588	
203	2500	0	149	2351	0	0	0.0596	
204	2500	0	151	2349	0	0	0.0604	
205	2500	0	152	2348	0	0	0.0608	
206	2500	0	153	2347	0	0	0.0612	
207	2500	0	153	2347	0	0	0.0612	
208	2500	0	153	2347	0	0	0.0612	
209	2500	0	153	2347	0	0	0.0612	
210	2500	0	153	2347	0	0	0.0612	
211	2500	0	153	2347	0	0	0.0612	
212	2500	0	153	2347	0	0	0.0612	
213	2500	0	154	2346	0	0	0.0616	
214	2500	0	156	2344	0	0	0.0624	
215	2500	0	157	2343	0	0	0.0628	
216	2500	0	157	2343	0	0	0.0628	
217	2500	0	157	2343	0	0	0.0628	
218	2500	0	158	2342	0	0	0.0632	
219	2500	0	159	2341	0	0	0.0636	
220	2500	0	160	2340	0	0	0.064	
221	2500	0	162	2338	0	0	0.0648	
222	2500	0	163	2337	0	0	0.0652	
223	2500	0	166	2334	0	0	0.0664	
224	2500	0	167	2333	0	0	0.0668	
225	2500	0	168	2332	0	0	0.0672	
226	2500	0	168	2332	0	0	0.0672	
227	2500	0	169	2331	0	0	0.0676	
228	2500	0	172	2328	0	0	0.0688	
229	2500	0	172	2328	0	0	0.0688	
230	2500	0	175	2325	0	0	0.07	
231	2500	0	175	2325	0	0	0.07	
232	2500	0	177	2323	0	0	0.0708	
233	2500	0	178	2322	0	0	0.0712	
234	2500	0	180	2320	0	0	0.072	
235	2500	0	181	2319	0	0	0.0724	
236	2500	0	181	2319	0	0	0.0724	
237	2500	0	182	2318	0	0	0.0728	
238	2500	0	183	2317	0	0	0.0732	
239	2500	0	183	2317	0	0	0.0732	
240	2500	0	185	2315	0	0	0.074	
241	2500	0	185	2315	0	0	0.074	
242	2500	0	185	2315	0	0	0.074	
243	2500	0	186	2314	0	0	0.0744	
244	2500	0	188	2312	0	0	0.0752	
245	2500	0	190	2310	0	0	0.076	
246	2500	0	193	2307	0	0	0.0772	
247	2500	0	200	2300	0	0	0.08	
248	2500	0	206	2294	0	0	0.0824	
249	2500	0	207	2293	0	0	0.0828	
250	2500	0	211	2289	0	0	0.0844	
251	2500	0	212	2288	0	0	0.0848	
252	2500	0	215	2285	0	0	0.086	
253	2500	0	216	2284	0	0	0.0864	
254	2500	0	221	2279	0	0	0.0884	
255	2500	0	224	2276	0	0	0.0896	
256	2500	0	228	2272	0	0	0.0912	
257	2500	0	233	2267	0	0	0.0932	
258	2500	0	239	2261	0	0	0.0956	
259	2500	0	241	2259	0	0	0.0964	
260	2500	0	242	2258	0	0	0.0968	
261	2500	0	243	2257	0	0	0.0972	
262	2500	0	245	2255	0	0	0.098	
263	2500	0	246	2254	0	0	0.0984	
264	2500	0	246	2254	0	0	0.0984	
265	2500	0	248	2252	0	0	0.0992	
266	2500	0	249	2251	0	0	0.0996	
267	2500	0	252	2248	0	0	0.1008	
268	2500	0	254	2246	0	0	0.1016	
269	2500	0	256	2244	0	0	0.1024	
270	2500	0	257	2243	0	0	0.1028	
271	2500	0	257	2243	0	0	0.1028	
272	2500	0	257	2243	0	0	0.1028	
273	2500	0	257	2243	0	0	0.1028	
274	2500	0	257	2243	0	0	0.1028	
275	2500	0	258	2242	0	0	0.1032	
276	2500	0	259	2241	0	0	0.1036	
277	2500	0	259	2241	0	0	0.1036	
278	2500	0	260	2240	0	0	0.104	
279	2500	0	260	2240	0	0	0.104	
280	2500	0	260	2240	0	0	0.104	
281	2500	0	260	2240	0	0	0.104	
282	2500	0	261	2239	0	0	0.1044	
283	2500	0	263	2237	0	0	0.1052	
284	2500	0	265	2235	0	0	0.106	
285	2500	0	270	2230	0	0	0.108	
286	2500	0	276	2224	0	0	0.1104	
287	2500	0	277	2223	0	0	0.1108	
288	2500	0	278	2222	0	0	0.1112	
289	2500	0	283	2217	0	0	0.1132	
290	2500	0	285	2215	0	0	0.114	
291	2500	0	289	2211	0	0	0.1156	
292	2500	0	294	2206	0	0	0.1176	
293	2500	0	296	2204	0	0	0.1184	
294	2500	0	297	2203	0	0	0.1188	
295	2500	0	298	2202	0	0	0.1192	
296	2500	0	300	2200	0	0	0.12	
297	2500	0	301	2199	0	0	0.1204	
298	2500	0	301	2199	0	0	0.1204	
299	2500	0	305	2195	0	0	0.122	
300	2500	0	308	2192	0	0	0.1232	
301	2500	0	312	2188	0	0	0.1248	
302	2500	0	312	2188	0	0	0.1248	
303	2500	0	313	2187	0	0	0.1252	
304	2500	0	313	2187	0	0	0.1252	
305	2500	0	314	2186	0	0	0.1256	
306	2500	0	316	2184	0	0	0.1264	
307	2500	0	317	2183	0	0	0.1268	
308	2500	0	318	2182	0	0	0.1272	
309	2500	0	319	2181	0	0	0.1276	
310	2500	0	320	2180	0	0	0.128	
311	2500	0	321	2179	0	0	0.1284	
312	2500	0	322	2178	0	0	0.1288	
313	2500	0	326	2174	0	0	0.1304	
314	2500	0	329	2171	0	0	0.1316	
315	2500	0	330	2170	0	0	0.132	
316	2500	0	332	2168	0	0	0.1328	
317	2500	0	333	2167	0	0	0.1332	
318	2500	0	336	2164	0	0	0.1344	
319	2500	0	336	2164	0	0	0.1344	
320	2500	0	336	2164	0	0	0.1344	
321	2500	0	337	2163	0	0	0.1348	
322	2500	0	338	2162	0	0	0.1352	
323	2500	0	341	2159	0	0	0.1364	
324	2500	0	343	2157	0	0	0.1372	
325	2500	0	347	2153	0	0	0.1388	
326	2500	0	350	2150	0	0	0.14	
327	2500	0	356	2144	0	0	0.1424	
328	2500	0	359	2141	0	0	0.1436	
329	2500	0	359	2141	0	0	0.1436	
330	2500	0	362	2138	0	0	0.1448	
331	2500	0	363	2137	0	0	0.1452	
332	2500	0	363	2137	0	0	0.1452	
333	2500	0	365	2135	0	0	0.146	
334	2500	0	366	2134	0	0	0.1464	
335	2500	0	371	2129	0	0	0.1484	
336	2500	0	373	2127	0	0	0.1492	
337	2500	0	374	2126	0	0	0.1496	
338	2500	0	377	2123	0	0	0.1508	
339	2500	0	378	2122	0	0	0.1512	
340	2500	0	379	2121	0	0	0.1516	
341	2500	0	382	2118	0	0	0.1528	
342	2500	0	384	2116	0	0	0.1536	
343	2500	0	384	2116	0	0	0.1536	
344	2500	0	387	2113	0	0	0.1548	
345	2500	0	387	2113	0	0	0.1548	
346	2500	0	389	2111	0	0	0.1556	
347	2500	0	390	2110	0	0	0.156	
348	2500	0	394	2106	0	0	0.1576	
349	2500	0	398	2102	0	0	0.1592	
350	2500	0	403	2097	0	0	0.1612	
351	2500	0	407	2093	0	0	0.1628	
352	2500	0	408	2092	0	0	0.1632	
353	2500	0	409	2091	0	0	0.1636	
354	2500	0	413	2087	0	0	0.1652	
355	2500	0	416	2084	0	0	0.1664	
356	2500	0	419	2081	0	0	0.1676	
357	2500	0	420	2080	0	0	0.168	
358	2500	0	424	2076	0	0	0.1696	
359	2500	0	426	2074	0	0	0.1704	
360	2500	0	429	2071	0	0	0.1716	
361	2500	0	434	2066	0	0	0.1736	
362	2500	0	435	2065	0	0	0.174	
363	2500	0	439	2061	0	0	0.1756	
364	2500	0	443	2057	0	0	0.1772	
365	2500	0	446	2054	0	0	0.1784	
366	2500	0	448	2052	0	0	0.1792	
367	2500	0	451	2049	0	0	0.1804	
368	2500	0	453	2047	0	0	0.1812	
369	2500	0	454	2046	0	0	0.1816	
370	2500	0	458	2042	0	0	0.1832	
371	2500	0	460	2040	0	0	0.184	
372	2500	0	469	2031	0	0	0.1876	
373	2500	0	469	2031	0	0	0.1876	
374	2500	0	469	2031	0	0	0.1876	
375	2500	0	471	2029	0	0	0.1884	
376	2500	0	474	2026	0	0	0.1896	
377	2500	0	478	2022	0	0	0.1912	
378	2500	0	480	2020	0	0	0.192	
379	2500	0	484	2016	0	0	0.1936	
380	2500	0	487	2013	0	0	0.1948	
381	2500	0	487	2013	0	0	0.1948	
382	2500	0	487	2013	0	0	0.1948	
383	2500	0	491	2009	0	0	0.1964	
384	2500	0	492	2008	0	0	0.1968	
385	2500	0	493	2007	0	0	0.1972	
386	2500	0	494	2006	0	0	0.1976	
387	2500	0	494	2006	0	0	0.1976	
388	2500	0	494	2006	0	0	0.1976	
389	2500	0	495	2005	0	0	0.198	
390	2500	0	499	2001	0	0	0.1996	
391	2500	0	501	1999	0	0	0.2004	
392	2500	0	502	1998	0	0	0.2008	
393	2500	0	503	1997	0	0	0.2012	
394	2500	0	505	1995	0	0	0.202	
395	2500	0	510	1990	0	0	0.204	
396	2500	0	512	1988	0	0	0.2048	
397	2500	0	513	1987	0	0	0.2052	
398	2500	0	516	1984	0	0	0.2064	
399	2500	0	519	1981	0	0	0.2076	
400	2500	0	519	1981	0	0	0.2076	
401	2500	0	522	1978	0	0	0.2088	
402	2500	0	522	1978	0	0	0.2088	
403	2500	0	523	1977	0	0	0.2092	
404	2500	0	525	1975	0	0	0.21	
405	2500	0	526	1974	0	0	0.2104	
406	2500	0	528	1972	0	0	0.2112	
407	2500	0	529	1971	0	0	0.2116	
408	2500	0	530	1970	0	0	0.212	
409	2500	0	530	1970	0	0	0.212	
410	2500	0	530	1970	0	0	0.212	
411	2500	0	534	1966	0	0	0.2136	
412	2500	0	539	1961	0	0	0.2156	
413	2500	0	544	1956	0	0	0.2176	
414	2500	0	546	1954	0	0	0.2184	
415	2500	0	546	1954	0	0	0.2184	
416	2500	0	546	1954	0	0	0.2184	
417	2500	0	549	1951	0	0	0.2196	
418	2500	0	549	1951	0	0	0.2196	
419	2500	0	556	1944	0	0	0.2224	
420	2500	0	557	1943	0	0	0.2228	
421	2500	0	559	1941	0	0	0.2236	
422	2500	0	560	1940	0	0	0.224	
423	2500	0	561	1939	0	0	0.2244	
424	2500	0	565	1935	0	0	0.226	
425	2500	0	570	1930	0	0	0.228	
426	2500	0	574	1926	0	0	0.2296	
427	2500	0	576	1924	0	0	0.2304	
428	2500	0	579	1921	0	0	0.2316	
429	2500	0	581	1919	0	0	0.2324	
430	2500	0	582	1918	0	0	0.2328	
431	2500	0	583	1917	0	0	0.2332	
432	2500	0	585	1915	0	0	0.234	
433	2500	0	589	1911	0	0	0.2356	
434	2500	0	591	1909	0	0	0.2364	
435	2500	0	594	1906	0	0	0.2376	
436	2500	0	598	1902	0	0	0.2392	
437	2500	0	601	1899	0	0	0.2404	
438	2500	0	603	1897	0	0	0.2412	
439	2500	0	607	1893	0	0	0.2428	
440	2500	0	609	1891	0	0	0.2436	
441	2500	0	610	1890	0	0	0.244	
442	2500	0	613	1887	0	0	0.2452	
443	2500	0	624	1876	0	0	0.2496	
444	2500	0	627	1873	0	0	0.2508	
445	2500	0	632	1868	0	0	0.2528	
446	2500	0	634	1866	0	0	0.2536	
447	2500	0	635	1865	0	0	0.254	
448	2500	0	641	1859	0	0	0.2564	
449	2500	0	644	1856	0	0	0.2576	
450	2500	0	649	1851	0	0	0.2596	
451	2500	0	655	1845	0	0	0.262	
