Generation	Total Cells	Plasmid	Donors	Recipients	Empty	Antibiotic	Percentage	
Generation	Total Cells	Plasmid	Donors	Recipients	Empty	Antibiotic	Percentage	
Generation	Total Cells	Plasmid	Donors	Recipients	Empty	Antibiotic	Percentage	
Generation	Total Cells	Plasmid	Donors	Recipients	Empty	Antibiotic	Percentage	
Generation	Total Cells	Plasmid	Donors	Recipients	Empty	Antibiotic	Percentage	
Generation	Total Cells	Plasmid	Donors	Recipients	Empty	Antibiotic	Percentage	
Generation	Total Cells	Plasmid	Donors	Recipients	Empty	Antibiotic	Percentage	
Generation	Total Cells	Plasmid	Donors	Recipients	Empty	Antibiotic	Percentage	
Generation	Total Cells	Plasmid	Donors	Recipients	Empty	Antibiotic	Percentage	
1058	2500	0	2276	224	0	0	0.9104	
1059	2500	0	2276	224	0	0	0.9104	
1060	2500	0	2277	223	0	0	0.9108	
1061	2500	0	2277	223	0	0	0.9108	
1062	2500	0	2277	223	0	0	0.9108	
1063	2500	0	2278	222	0	0	0.9112	
1064	2500	0	2280	220	0	0	0.912	
1065	2500	0	2280	220	0	0	0.912	
1066	2500	0	2280	220	0	0	0.912	
1067	2500	0	2280	220	0	0	0.912	
1068	2500	0	2280	220	0	0	0.912	
1069	2500	0	2280	220	0	0	0.912	
1070	2500	0	2280	220	0	0	0.912	
1071	2500	0	2282	218	0	0	0.9128	
1072	2500	0	2282	218	0	0	0.9128	
1073	2500	0	2282	218	0	0	0.9128	
1074	2500	0	2282	218	0	0	0.9128	
1075	2500	0	2282	218	0	0	0.9128	
1076	2500	0	2282	218	0	0	0.9128	
1077	2500	0	2282	218	0	0	0.9128	
1078	2500	0	2283	217	0	0	0.9132	
1079	2500	0	2283	217	0	0	0.9132	
1080	2500	0	2284	216	0	0	0.9136	
1081	2500	0	2284	216	0	0	0.9136	
1082	2500	0	2287	213	0	0	0.9148	
1083	2500	0	2288	212	0	0	0.9152	
1084	2500	0	2292	208	0	0	0.9168	
1085	2500	0	2292	208	0	0	0.9168	
1086	2500	0	2294	206	0	0	0.9176	
1087	2500	0	2297	203	0	0	0.9188	
1088	2500	0	2298	202	0	0	0.9192	
1089	2500	0	2299	201	0	0	0.9196	
1090	2500	0	2300	200	0	0	0.92	
1091	2500	0	2300	200	0	0	0.92	
1092	2500	0	2300	200	0	0	0.92	
1093	2500	0	2300	200	0	0	0.92	
1094	2500	0	2302	198	0	0	0.9208	
1095	2500	0	2302	198	0	0	0.9208	
1096	2500	0	2302	198	0	0	0.9208	
1097	2500	0	2302	198	0	0	0.9208	
1098	2500	0	2302	198	0	0	0.9208	
1099	2500	0	2304	196	0	0	0.9216	
1100	2500	0	2305	195	0	0	0.922	
1101	2500	0	2305	195	0	0	0.922	
1102	2500	0	2305	195	0	0	0.922	
1103	2500	0	2306	194	0	0	0.9224	
1104	2500	0	2306	194	0	0	0.9224	
1105	2500	0	2308	192	0	0	0.9232	
1106	2500	0	2308	192	0	0	0.9232	
1107	2500	0	2309	191	0	0	0.9236	
1108	2500	0	2309	191	0	0	0.9236	
1109	2500	0	2309	191	0	0	0.9236	
1110	2500	0	2310	190	0	0	0.924	
1111	2500	0	2311	189	0	0	0.9244	
1112	2500	0	2311	189	0	0	0.9244	
1113	2500	0	2313	187	0	0	0.9252	
1114	2500	0	2314	186	0	0	0.9256	
1115	2500	0	2314	186	0	0	0.9256	
1116	2500	0	2317	183	0	0	0.9268	
1117	2500	0	2317	183	0	0	0.9268	
1118	2500	0	2319	181	0	0	0.9276	
1119	2500	0	2319	181	0	0	0.9276	
1120	2500	0	2320	180	0	0	0.928	
1121	2500	0	2320	180	0	0	0.928	
1122	2500	0	2321	179	0	0	0.9284	
1123	2500	0	2321	179	0	0	0.9284	
1124	2500	0	2323	177	0	0	0.9292	
1125	2500	0	2323	177	0	0	0.9292	
1126	2500	0	2323	177	0	0	0.9292	
1127	2500	0	2326	174	0	0	0.9304	
1128	2500	0	2328	172	0	0	0.9312	
1129	2500	0	2331	169	0	0	0.9324	
1130	2500	0	2331	169	0	0	0.9324	
1131	2500	0	2331	169	0	0	0.9324	
1132	2500	0	2332	168	0	0	0.9328	
1133	2500	0	2332	168	0	0	0.9328	
1134	2500	0	2333	167	0	0	0.9332	
1135	2500	0	2335	165	0	0	0.934	
1136	2500	0	2336	164	0	0	0.9344	
1137	2500	0	2338	162	0	0	0.9352	
1138	2500	0	2339	161	0	0	0.9356	
1139	2500	0	2340	160	0	0	0.936	
1140	2500	0	2342	158	0	0	0.9368	
1141	2500	0	2343	157	0	0	0.9372	
1142	2500	0	2344	156	0	0	0.9376	
1143	2500	0	2345	155	0	0	0.938	
1144	2500	0	2345	155	0	0	0.938	
1145	2500	0	2345	155	0	0	0.938	
1146	2500	0	2345	155	0	0	0.938	
1147	2500	0	2346	154	0	0	0.9384	
1148	2500	0	2346	154	0	0	0.9384	
1149	2500	0	2346	154	0	0	0.9384	
1150	2500	0	2346	154	0	0	0.9384	
1151	2500	0	2346	154	0	0	0.9384	
1152	2500	0	2346	154	0	0	0.9384	
1153	2500	0	2347	153	0	0	0.9388	
1154	2500	0	2348	152	0	0	0.9392	
1155	2500	0	2349	151	0	0	0.9396	
1156	2500	0	2349	151	0	0	0.9396	
1157	2500	0	2351	149	0	0	0.9404	
1158	2500	0	2351	149	0	0	0.9404	
1159	2500	0	2351	149	0	0	0.9404	
1160	2500	0	2352	148	0	0	0.9408	
1161	2500	0	2353	147	0	0	0.9412	
1162	2500	0	2353	147	0	0	0.9412	
1163	2500	0	2353	147	0	0	0.9412	
1164	2500	0	2353	147	0	0	0.9412	
1165	2500	0	2354	146	0	0	0.9416	
1166	2500	0	2355	145	0	0	0.942	
1167	2500	0	2355	145	0	0	0.942	
1168	2500	0	2355	145	0	0	0.942	
1169	2500	0	2356	144	0	0	0.9424	
1170	2500	0	2356	144	0	0	0.9424	
1171	2500	0	2356	144	0	0	0.9424	
1172	2500	0	2357	143	0	0	0.9428	
1173	2500	0	2357	143	0	0	0.9428	
1174	2500	0	2357	143	0	0	0.9428	
1175	2500	0	2357	143	0	0	0.9428	
1176	2500	0	2357	143	0	0	0.9428	
1177	2500	0	2357	143	0	0	0.9428	
1178	2500	0	2357	143	0	0	0.9428	
1179	2500	0	2358	142	0	0	0.9432	
1180	2500	0	2358	142	0	0	0.9432	
1181	2500	0	2359	141	0	0	0.9436	
1182	2500	0	2360	140	0	0	0.944	
1183	2500	0	2360	140	0	0	0.944	
1184	2500	0	2360	140	0	0	0.944	
1185	2500	0	2360	140	0	0	0.944	
1186	2500	0	2360	140	0	0	0.944	
1187	2500	0	2361	139	0	0	0.9444	
1188	2500	0	2364	136	0	0	0.9456	
1189	2500	0	2364	136	0	0	0.9456	
1190	2500	0	2364	136	0	0	0.9456	
1191	2500	0	2364	136	0	0	0.9456	
1192	2500	0	2364	136	0	0	0.9456	
1193	2500	0	2364	136	0	0	0.9456	
1194	2500	0	2364	136	0	0	0.9456	
1195	2500	0	2364	136	0	0	0.9456	
1196	2500	0	2364	136	0	0	0.9456	
1197	2500	0	2364	136	0	0	0.9456	
1198	2500	0	2364	136	0	0	0.9456	
1199	2500	0	2364	136	0	0	0.9456	
1200	2500	0	2364	136	0	0	0.9456	
1201	2500	0	2364	136	0	0	0.9456	
1202	2500	0	2364	136	0	0	0.9456	
1203	2500	0	2364	136	0	0	0.9456	
1204	2500	0	2364	136	0	0	0.9456	
1205	2500	0	2364	136	0	0	0.9456	
1206	2500	0	2364	136	0	0	0.9456	
1207	2500	0	2366	134	0	0	0.9464	
1208	2500	0	2366	134	0	0	0.9464	
1209	2500	0	2367	133	0	0	0.9468	
1210	2500	0	2367	133	0	0	0.9468	
1211	2500	0	2367	133	0	0	0.9468	
1212	2500	0	2367	133	0	0	0.9468	
1213	2500	0	2367	133	0	0	0.9468	
1214	2500	0	2367	133	0	0	0.9468	
1215	2500	0	2367	133	0	0	0.9468	
1216	2500	0	2367	133	0	0	0.9468	
1217	2500	0	2367	133	0	0	0.9468	
1218	2500	0	2367	133	0	0	0.9468	
1219	2500	0	2367	133	0	0	0.9468	
1220	2500	0	2367	133	0	0	0.9468	
1221	2500	0	2367	133	0	0	0.9468	
1222	2500	0	2367	133	0	0	0.9468	
1223	2500	0	2368	132	0	0	0.9472	
1224	2500	0	2369	131	0	0	0.9476	
1225	2500	0	2369	131	0	0	0.9476	
1226	2500	0	2369	131	0	0	0.9476	
1227	2500	0	2370	130	0	0	0.948	
1228	2500	0	2371	129	0	0	0.9484	
1229	2500	0	2373	127	0	0	0.9492	
1230	2500	0	2374	126	0	0	0.9496	
1231	2500	0	2374	126	0	0	0.9496	
1232	2500	0	2374	126	0	0	0.9496	
1233	2500	0	2374	126	0	0	0.9496	
1234	2500	0	2374	126	0	0	0.9496	
1235	2500	0	2374	126	0	0	0.9496	
1236	2500	0	2375	125	0	0	0.95	
1237	2500	0	2375	125	0	0	0.95	
1238	2500	0	2375	125	0	0	0.95	
1239	2500	0	2375	125	0	0	0.95	
1240	2500	0	2375	125	0	0	0.95	
1241	2500	0	2375	125	0	0	0.95	
1242	2500	0	2376	124	0	0	0.9504	
1243	2500	0	2376	124	0	0	0.9504	
1244	2500	0	2376	124	0	0	0.9504	
1245	2500	0	2377	123	0	0	0.9508	
1246	2500	0	2377	123	0	0	0.9508	
1247	2500	0	2377	123	0	0	0.9508	
1248	2500	0	2377	123	0	0	0.9508	
1249	2500	0	2377	123	0	0	0.9508	
1250	2500	0	2377	123	0	0	0.9508	
1251	2500	0	2377	123	0	0	0.9508	
1252	2500	0	2377	123	0	0	0.9508	
1253	2500	0	2377	123	0	0	0.9508	
1254	2500	0	2377	123	0	0	0.9508	
1255	2500	0	2380	120	0	0	0.952	
1256	2500	0	2381	119	0	0	0.9524	
1257	2500	0	2383	117	0	0	0.9532	
1258	2500	0	2383	117	0	0	0.9532	
1259	2500	0	2384	116	0	0	0.9536	
1260	2500	0	2386	114	0	0	0.9544	
1261	2500	0	2386	114	0	0	0.9544	
1262	2500	0	2386	114	0	0	0.9544	
1263	2500	0	2388	112	0	0	0.9552	
1264	2500	0	2388	112	0	0	0.9552	
1265	2500	0	2388	112	0	0	0.9552	
1266	2500	0	2388	112	0	0	0.9552	
1267	2500	0	2389	111	0	0	0.9556	
1268	2500	0	2389	111	0	0	0.9556	
1269	2500	0	2389	111	0	0	0.9556	
1270	2500	0	2390	110	0	0	0.956	
1271	2500	0	2390	110	0	0	0.956	
1272	2500	0	2393	107	0	0	0.9572	
1273	2500	0	2394	106	0	0	0.9576	
1274	2500	0	2395	105	0	0	0.958	
1275	2500	0	2395	105	0	0	0.958	
1276	2500	0	2396	104	0	0	0.9584	
1277	2500	0	2396	104	0	0	0.9584	
1278	2500	0	2397	103	0	0	0.9588	
1279	2500	0	2398	102	0	0	0.9592	
1280	2500	0	2399	101	0	0	0.9596	
1281	2500	0	2399	101	0	0	0.9596	
1282	2500	0	2399	101	0	0	0.9596	
1283	2500	0	2399	101	0	0	0.9596	
1284	2500	0	2399	101	0	0	0.9596	
1285	2500	0	2399	101	0	0	0.9596	
1286	2500	0	2399	101	0	0	0.9596	
1287	2500	0	2399	101	0	0	0.9596	
1288	2500	0	2400	100	0	0	0.96	
1289	2500	0	2400	100	0	0	0.96	
1290	2500	0	2400	100	0	0	0.96	
1291	2500	0	2400	100	0	0	0.96	
1292	2500	0	2400	100	0	0	0.96	
1293	2500	0	2400	100	0	0	0.96	
1294	2500	0	2400	100	0	0	0.96	
1295	2500	0	2400	100	0	0	0.96	
1296	2500	0	2401	99	0	0	0.9604	
1297	2500	0	2402	98	0	0	0.9608	
1298	2500	0	2402	98	0	0	0.9608	
1299	2500	0	2403	97	0	0	0.9612	
1300	2500	0	2403	97	0	0	0.9612	
1301	2500	0	2403	97	0	0	0.9612	
1302	2500	0	2403	97	0	0	0.9612	
1303	2500	0	2403	97	0	0	0.9612	
1304	2500	0	2403	97	0	0	0.9612	
1305	2500	0	2403	97	0	0	0.9612	
1306	2500	0	2403	97	0	0	0.9612	
1307	2500	0	2403	97	0	0	0.9612	
1308	2500	0	2403	97	0	0	0.9612	
1309	2500	0	2403	97	0	0	0.9612	
1310	2500	0	2403	97	0	0	0.9612	
1311	2500	0	2403	97	0	0	0.9612	
1312	2500	0	2403	97	0	0	0.9612	
1313	2500	0	2403	97	0	0	0.9612	
1314	2500	0	2403	97	0	0	0.9612	
1315	2500	0	2403	97	0	0	0.9612	
1316	2500	0	2403	97	0	0	0.9612	
1317	2500	0	2403	97	0	0	0.9612	
1318	2500	0	2403	97	0	0	0.9612	
1319	2500	0	2403	97	0	0	0.9612	
1320	2500	0	2403	97	0	0	0.9612	
1321	2500	0	2403	97	0	0	0.9612	
1322	2500	0	2403	97	0	0	0.9612	
1323	2500	0	2406	94	0	0	0.9624	
1324	2500	0	2406	94	0	0	0.9624	
1325	2500	0	2406	94	0	0	0.9624	
1326	2500	0	2407	93	0	0	0.9628	
1327	2500	0	2408	92	0	0	0.9632	
1328	2500	0	2408	92	0	0	0.9632	
1329	2500	0	2408	92	0	0	0.9632	
1330	2500	0	2409	91	0	0	0.9636	
1331	2500	0	2410	90	0	0	0.964	
1332	2500	0	2410	90	0	0	0.964	
1333	2500	0	2410	90	0	0	0.964	
1334	2500	0	2412	88	0	0	0.9648	
1335	2500	0	2413	87	0	0	0.9652	
1336	2500	0	2414	86	0	0	0.9656	
1337	2500	0	2414	86	0	0	0.9656	
1338	2500	0	2414	86	0	0	0.9656	
1339	2500	0	2415	85	0	0	0.966	
1340	2500	0	2416	84	0	0	0.9664	
1341	2500	0	2416	84	0	0	0.9664	
1342	2500	0	2416	84	0	0	0.9664	
1343	2500	0	2416	84	0	0	0.9664	
1344	2500	0	2416	84	0	0	0.9664	
1345	2500	0	2416	84	0	0	0.9664	
1346	2500	0	2416	84	0	0	0.9664	
1347	2500	0	2416	84	0	0	0.9664	
1348	2500	0	2416	84	0	0	0.9664	
1349	2500	0	2416	84	0	0	0.9664	
1350	2500	0	2417	83	0	0	0.9668	
1351	2500	0	2418	82	0	0	0.9672	
1352	2500	0	2418	82	0	0	0.9672	
1353	2500	0	2418	82	0	0	0.9672	
1354	2500	0	2418	82	0	0	0.9672	
1355	2500	0	2418	82	0	0	0.9672	
1356	2500	0	2418	82	0	0	0.9672	
1357	2500	0	2418	82	0	0	0.9672	
1358	2500	0	2418	82	0	0	0.9672	
1359	2500	0	2418	82	0	0	0.9672	
1360	2500	0	2418	82	0	0	0.9672	
1361	2500	0	2418	82	0	0	0.9672	
1362	2500	0	2418	82	0	0	0.9672	
1363	2500	0	2418	82	0	0	0.9672	
1364	2500	0	2418	82	0	0	0.9672	
1365	2500	0	2418	82	0	0	0.9672	
1366	2500	0	2418	82	0	0	0.9672	
1367	2500	0	2418	82	0	0	0.9672	
1368	2500	0	2418	82	0	0	0.9672	
1369	2500	0	2418	82	0	0	0.9672	
1370	2500	0	2418	82	0	0	0.9672	
1371	2500	0	2418	82	0	0	0.9672	
1372	2500	0	2418	82	0	0	0.9672	
1373	2500	0	2418	82	0	0	0.9672	
1374	2500	0	2418	82	0	0	0.9672	
1375	2500	0	2418	82	0	0	0.9672	
1376	2500	0	2419	81	0	0	0.9676	
1377	2500	0	2420	80	0	0	0.968	
1378	2500	0	2420	80	0	0	0.968	
1379	2500	0	2420	80	0	0	0.968	
1380	2500	0	2420	80	0	0	0.968	
1381	2500	0	2420	80	0	0	0.968	
1382	2500	0	2420	80	0	0	0.968	
1383	2500	0	2420	80	0	0	0.968	
1384	2500	0	2420	80	0	0	0.968	
1385	2500	0	2420	80	0	0	0.968	
1386	2500	0	2420	80	0	0	0.968	
1387	2500	0	2420	80	0	0	0.968	
1388	2500	0	2420	80	0	0	0.968	
1389	2500	0	2420	80	0	0	0.968	
1390	2500	0	2421	79	0	0	0.9684	
1391	2500	0	2421	79	0	0	0.9684	
1392	2500	0	2421	79	0	0	0.9684	
1393	2500	0	2421	79	0	0	0.9684	
1394	2500	0	2422	78	0	0	0.9688	
1395	2500	0	2422	78	0	0	0.9688	
1396	2500	0	2423	77	0	0	0.9692	
1397	2500	0	2425	75	0	0	0.97	
1398	2500	0	2425	75	0	0	0.97	
1399	2500	0	2425	75	0	0	0.97	
1400	2500	0	2425	75	0	0	0.97	
1401	2500	0	2425	75	0	0	0.97	
1402	2500	0	2425	75	0	0	0.97	
1403	2500	0	2425	75	0	0	0.97	
1404	2500	0	2425	75	0	0	0.97	
1405	2500	0	2425	75	0	0	0.97	
1406	2500	0	2425	75	0	0	0.97	
1407	2500	0	2426	74	0	0	0.9704	
1408	2500	0	2426	74	0	0	0.9704	
1409	2500	0	2426	74	0	0	0.9704	
1410	2500	0	2426	74	0	0	0.9704	
1411	2500	0	2426	74	0	0	0.9704	
1412	2500	0	2426	74	0	0	0.9704	
1413	2500	0	2426	74	0	0	0.9704	
1414	2500	0	2426	74	0	0	0.9704	
1415	2500	0	2426	74	0	0	0.9704	
1416	2500	0	2426	74	0	0	0.9704	
1417	2500	0	2426	74	0	0	0.9704	
1418	2500	0	2426	74	0	0	0.9704	
1419	2500	0	2426	74	0	0	0.9704	
1420	2500	0	2426	74	0	0	0.9704	
1421	2500	0	2426	74	0	0	0.9704	
1422	2500	0	2426	74	0	0	0.9704	
1423	2500	0	2426	74	0	0	0.9704	
1424	2500	0	2426	74	0	0	0.9704	
1425	2500	0	2426	74	0	0	0.9704	
1426	2500	0	2426	74	0	0	0.9704	
1427	2500	0	2426	74	0	0	0.9704	
1428	2500	0	2426	74	0	0	0.9704	
1429	2500	0	2427	73	0	0	0.9708	
1430	2500	0	2428	72	0	0	0.9712	
1431	2500	0	2430	70	0	0	0.972	
1432	2500	0	2430	70	0	0	0.972	
1433	2500	0	2430	70	0	0	0.972	
1434	2500	0	2430	70	0	0	0.972	
1435	2500	0	2430	70	0	0	0.972	
1436	2500	0	2430	70	0	0	0.972	
1437	2500	0	2431	69	0	0	0.9724	
1438	2500	0	2431	69	0	0	0.9724	
1439	2500	0	2431	69	0	0	0.9724	
1440	2500	0	2432	68	0	0	0.9728	
1441	2500	0	2433	67	0	0	0.9732	
1442	2500	0	2435	65	0	0	0.974	
1443	2500	0	2435	65	0	0	0.974	
1444	2500	0	2435	65	0	0	0.974	
1445	2500	0	2435	65	0	0	0.974	
1446	2500	0	2435	65	0	0	0.974	
1447	2500	0	2435	65	0	0	0.974	
1448	2500	0	2436	64	0	0	0.9744	
1449	2500	0	2436	64	0	0	0.9744	
1450	2500	0	2436	64	0	0	0.9744	
1451	2500	0	2436	64	0	0	0.9744	
1452	2500	0	2436	64	0	0	0.9744	
1453	2500	0	2436	64	0	0	0.9744	
1454	2500	0	2437	63	0	0	0.9748	
1455	2500	0	2437	63	0	0	0.9748	
1456	2500	0	2437	63	0	0	0.9748	
1457	2500	0	2437	63	0	0	0.9748	
1458	2500	0	2437	63	0	0	0.9748	
1459	2500	0	2437	63	0	0	0.9748	
1460	2500	0	2437	63	0	0	0.9748	
1461	2500	0	2437	63	0	0	0.9748	
1462	2500	0	2437	63	0	0	0.9748	
1463	2500	0	2437	63	0	0	0.9748	
1464	2500	0	2437	63	0	0	0.9748	
1465	2500	0	2437	63	0	0	0.9748	
1466	2500	0	2438	62	0	0	0.9752	
1467	2500	0	2438	62	0	0	0.9752	
1468	2500	0	2438	62	0	0	0.9752	
1469	2500	0	2438	62	0	0	0.9752	
1470	2500	0	2438	62	0	0	0.9752	
1471	2500	0	2438	62	0	0	0.9752	
1472	2500	0	2438	62	0	0	0.9752	
1473	2500	0	2438	62	0	0	0.9752	
1474	2500	0	2438	62	0	0	0.9752	
1475	2500	0	2438	62	0	0	0.9752	
1476	2500	0	2439	61	0	0	0.9756	
1477	2500	0	2439	61	0	0	0.9756	
1478	2500	0	2440	60	0	0	0.976	
1479	2500	0	2440	60	0	0	0.976	
1480	2500	0	2440	60	0	0	0.976	
1481	2500	0	2440	60	0	0	0.976	
1482	2500	0	2440	60	0	0	0.976	
1483	2500	0	2440	60	0	0	0.976	
1484	2500	0	2440	60	0	0	0.976	
1485	2500	0	2440	60	0	0	0.976	
1486	2500	0	2440	60	0	0	0.976	
1487	2500	0	2440	60	0	0	0.976	
1488	2500	0	2440	60	0	0	0.976	
1489	2500	0	2440	60	0	0	0.976	
1490	2500	0	2441	59	0	0	0.9764	
1491	2500	0	2441	59	0	0	0.9764	
1492	2500	0	2441	59	0	0	0.9764	
1493	2500	0	2442	58	0	0	0.9768	
1494	2500	0	2443	57	0	0	0.9772	
1495	2500	0	2443	57	0	0	0.9772	
1496	2500	0	2443	57	0	0	0.9772	
1497	2500	0	2443	57	0	0	0.9772	
1498	2500	0	2443	57	0	0	0.9772	
1499	2500	0	2443	57	0	0	0.9772	
1500	2500	0	2443	57	0	0	0.9772	
1501	2500	0	2443	57	0	0	0.9772	
1502	2500	0	2443	57	0	0	0.9772	
1503	2500	0	2443	57	0	0	0.9772	
1504	2500	0	2443	57	0	0	0.9772	
1505	2500	0	2444	56	0	0	0.9776	
1506	2500	0	2445	55	0	0	0.978	
1507	2500	0	2445	55	0	0	0.978	
1508	2500	0	2445	55	0	0	0.978	
1509	2500	0	2446	54	0	0	0.9784	
1510	2500	0	2446	54	0	0	0.9784	
1511	2500	0	2446	54	0	0	0.9784	
1512	2500	0	2446	54	0	0	0.9784	
1513	2500	0	2447	53	0	0	0.9788	
1514	2500	0	2448	52	0	0	0.9792	
1515	2500	0	2448	52	0	0	0.9792	
1516	2500	0	2448	52	0	0	0.9792	
1517	2500	0	2448	52	0	0	0.9792	
1518	2500	0	2448	52	0	0	0.9792	
1519	2500	0	2449	51	0	0	0.9796	
1520	2500	0	2449	51	0	0	0.9796	
1521	2500	0	2451	49	0	0	0.9804	
1522	2500	0	2451	49	0	0	0.9804	
1523	2500	0	2451	49	0	0	0.9804	
1524	2500	0	2451	49	0	0	0.9804	
1525	2500	0	2452	48	0	0	0.9808	
1526	2500	0	2452	48	0	0	0.9808	
1527	2500	0	2452	48	0	0	0.9808	
1528	2500	0	2452	48	0	0	0.9808	
1529	2500	0	2452	48	0	0	0.9808	
1530	2500	0	2452	48	0	0	0.9808	
1531	2500	0	2453	47	0	0	0.9812	
1532	2500	0	2453	47	0	0	0.9812	
1533	2500	0	2453	47	0	0	0.9812	
1534	2500	0	2453	47	0	0	0.9812	
1535	2500	0	2453	47	0	0	0.9812	
1536	2500	0	2453	47	0	0	0.9812	
1537	2500	0	2453	47	0	0	0.9812	
1538	2500	0	2453	47	0	0	0.9812	
1539	2500	0	2453	47	0	0	0.9812	
1540	2500	0	2453	47	0	0	0.9812	
1541	2500	0	2453	47	0	0	0.9812	
1542	2500	0	2453	47	0	0	0.9812	
1543	2500	0	2453	47	0	0	0.9812	
1544	2500	0	2453	47	0	0	0.9812	
1545	2500	0	2453	47	0	0	0.9812	
1546	2500	0	2453	47	0	0	0.9812	
1547	2500	0	2453	47	0	0	0.9812	
1548	2500	0	2453	47	0	0	0.9812	
1549	2500	0	2453	47	0	0	0.9812	
1550	2500	0	2453	47	0	0	0.9812	
1551	2500	0	2454	46	0	0	0.9816	
1552	2500	0	2454	46	0	0	0.9816	
1553	2500	0	2454	46	0	0	0.9816	
1554	2500	0	2454	46	0	0	0.9816	
1555	2500	0	2454	46	0	0	0.9816	
1556	2500	0	2454	46	0	0	0.9816	
1557	2500	0	2454	46	0	0	0.9816	
1558	2500	0	2454	46	0	0	0.9816	
1559	2500	0	2454	46	0	0	0.9816	
1560	2500	0	2454	46	0	0	0.9816	
1561	2500	0	2454	46	0	0	0.9816	
1562	2500	0	2454	46	0	0	0.9816	
1563	2500	0	2454	46	0	0	0.9816	
1564	2500	0	2454	46	0	0	0.9816	
1565	2500	0	2454	46	0	0	0.9816	
1566	2500	0	2454	46	0	0	0.9816	
1567	2500	0	2454	46	0	0	0.9816	
1568	2500	0	2454	46	0	0	0.9816	
1569	2500	0	2455	45	0	0	0.982	
1570	2500	0	2455	45	0	0	0.982	
1571	2500	0	2455	45	0	0	0.982	
1572	2500	0	2455	45	0	0	0.982	
1573	2500	0	2455	45	0	0	0.982	
1574	2500	0	2455	45	0	0	0.982	
1575	2500	0	2455	45	0	0	0.982	
1576	2500	0	2455	45	0	0	0.982	
1577	2500	0	2455	45	0	0	0.982	
1578	2500	0	2455	45	0	0	0.982	
1579	2500	0	2455	45	0	0	0.982	
1580	2500	0	2455	45	0	0	0.982	
1581	2500	0	2455	45	0	0	0.982	
1582	2500	0	2455	45	0	0	0.982	
1583	2500	0	2455	45	0	0	0.982	
1584	2500	0	2455	45	0	0	0.982	
1585	2500	0	2455	45	0	0	0.982	
1586	2500	0	2455	45	0	0	0.982	
1587	2500	0	2455	45	0	0	0.982	
1588	2500	0	2455	45	0	0	0.982	
1589	2500	0	2455	45	0	0	0.982	
1590	2500	0	2455	45	0	0	0.982	
1591	2500	0	2455	45	0	0	0.982	
1592	2500	0	2455	45	0	0	0.982	
1593	2500	0	2455	45	0	0	0.982	
1594	2500	0	2455	45	0	0	0.982	
1595	2500	0	2455	45	0	0	0.982	
1596	2500	0	2455	45	0	0	0.982	
1597	2500	0	2455	45	0	0	0.982	
1598	2500	0	2455	45	0	0	0.982	
1599	2500	0	2455	45	0	0	0.982	
1600	2500	0	2455	45	0	0	0.982	
1601	2500	0	2455	45	0	0	0.982	
1602	2500	0	2456	44	0	0	0.9824	
1603	2500	0	2456	44	0	0	0.9824	
1604	2500	0	2456	44	0	0	0.9824	
1605	2500	0	2456	44	0	0	0.9824	
1606	2500	0	2456	44	0	0	0.9824	
1607	2500	0	2456	44	0	0	0.9824	
1608	2500	0	2456	44	0	0	0.9824	
1609	2500	0	2456	44	0	0	0.9824	
1610	2500	0	2456	44	0	0	0.9824	
1611	2500	0	2456	44	0	0	0.9824	
1612	2500	0	2456	44	0	0	0.9824	
1613	2500	0	2456	44	0	0	0.9824	
1614	2500	0	2456	44	0	0	0.9824	
1615	2500	0	2456	44	0	0	0.9824	
1616	2500	0	2456	44	0	0	0.9824	
1617	2500	0	2456	44	0	0	0.9824	
1618	2500	0	2456	44	0	0	0.9824	
1619	2500	0	2456	44	0	0	0.9824	
1620	2500	0	2457	43	0	0	0.9828	
1621	2500	0	2457	43	0	0	0.9828	
1622	2500	0	2457	43	0	0	0.9828	
1623	2500	0	2457	43	0	0	0.9828	
1624	2500	0	2457	43	0	0	0.9828	
1625	2500	0	2457	43	0	0	0.9828	
1626	2500	0	2457	43	0	0	0.9828	
1627	2500	0	2457	43	0	0	0.9828	
1628	2500	0	2457	43	0	0	0.9828	
1629	2500	0	2458	42	0	0	0.9832	
1630	2500	0	2459	41	0	0	0.9836	
1631	2500	0	2459	41	0	0	0.9836	
1632	2500	0	2459	41	0	0	0.9836	
1633	2500	0	2459	41	0	0	0.9836	
1634	2500	0	2459	41	0	0	0.9836	
1635	2500	0	2459	41	0	0	0.9836	
1636	2500	0	2459	41	0	0	0.9836	
1637	2500	0	2459	41	0	0	0.9836	
1638	2500	0	2459	41	0	0	0.9836	
1639	2500	0	2459	41	0	0	0.9836	
1640	2500	0	2459	41	0	0	0.9836	
1641	2500	0	2459	41	0	0	0.9836	
1642	2500	0	2112	39	349	0	0.9818689	
1643	1644	2500	2500	0	4851	82	-2433	0	0.9833773	
0	4846	82	-2405	0	0.9832824	
1645	2500	0	2459	41	0	0	0.9836	
1646	2500	0	2082	39	379	0	0.98161244	
1647	2500	0	2459	41	0	0	0.9836	
1648	2500	0	2459	41	0	0	0.9836	
1649	2500	0	2459	41	0	0	0.9836	
1650	2500	0	4918	82	-2500	0	0.9836	
1651	2500	0	4537	77	-2091	0	0.98388153	
1652	2500	0	24	0	2476	0	1.0	
1653	2500	0	2459	41	0	0	0.9836	
1654	2500	0	1874	38	588	0	0.98012555	
